file,pycsv_success,pycsv_header_precision,pycsv_header_recall,pycsv_header_f1,pycsv_record_precision,pycsv_record_recall,pycsv_record_f1,pycsv_cell_precision,pycsv_cell_recall,pycsv_cell_f1
row_extra_quote14_col4.csv,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.7047619047619048,0.9866666666666667,0.8222222222222222
row_more_sep_row5_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row10_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row2_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row13_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row2_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote3_col1.csv,1,1.0,1.0,1.0,0.1,0.6666666666666666,0.1739130434782609,0.1523809523809524,0.9411764705882353,0.26229508196721313
row_more_sep_row3_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote0_col0.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote10_col3.csv,1,1.0,1.0,1.0,0.45,0.9,0.6,0.5047619047619047,0.9814814814814815,0.6666666666666667
row_more_sep_row8_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote17_col1.csv,1,1.0,1.0,1.0,0.8,0.9411764705882353,0.8648648648648648,0.819047619047619,0.9885057471264368,0.8958333333333333
row_less_sep_row15_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row19_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote5_col2.csv,1,1.0,1.0,1.0,0.2,0.8,0.32000000000000006,0.2571428571428571,0.9642857142857143,0.4060150375939849
row_less_sep_row4_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row10_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote1_col3.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0761904761904762,0.8888888888888888,0.14035087719298248
row_field_delimiter_5_0x20.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row4_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row19_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_less_sep_row5_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row11_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote4_col3.csv,1,1.0,1.0,1.0,0.15,0.75,0.24999999999999997,0.21904761904761905,0.9583333333333334,0.35658914728682173
row_field_delimiter_1_0x20.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row16_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_less_sep_row20_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row13_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote3_col4.csv,1,1.0,1.0,1.0,0.1,0.6666666666666666,0.1739130434782609,0.18095238095238095,0.95,0.304
row_more_sep_row6_col0.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote11_col4.csv,1,1.0,1.0,1.0,0.5,0.9090909090909091,0.6451612903225806,0.5619047619047619,0.9833333333333333,0.7151515151515152
row_extra_quote11_col2.csv,1,1.0,1.0,1.0,0.5,0.9090909090909091,0.6451612903225806,0.5428571428571428,0.9827586206896551,0.6993865030674845
row_less_sep_row13_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_field_delimiter_4_0x20.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row2_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row15_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row15_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row2_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row4_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote1_col4.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.08571428571428572,0.9,0.1565217391304348
row_less_sep_row15_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_less_sep_row1_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row9_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_field_delimiter_3_0x20.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row18_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote19_col0.csv,1,1.0,1.0,1.0,0.9,0.9473684210526315,0.9230769230769231,0.9047619047619048,0.9895833333333334,0.945273631840796
row_less_sep_row15_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote2_col2.csv,1,1.0,1.0,1.0,0.05,0.5,0.09090909090909091,0.11428571428571428,0.9230769230769231,0.20338983050847456
row_more_sep_row12_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote0_col3.csv,1,0.6,0.75,0.6666666666666665,0.0,0.0,0.0,0.02857142857142857,0.75,0.05504587155963303
row_less_sep_row10_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
file_header_multirow_2.csv,1,0.0,0.0,0.0,1.0,0.9523809523809523,0.975609756097561,0.9523809523809523,0.9090909090909091,0.9302325581395349
row_more_sep_row8_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote7_col0.csv,1,1.0,1.0,1.0,0.3,0.8571428571428571,0.4444444444444444,0.3333333333333333,0.9722222222222222,0.49645390070921985
row_more_sep_row15_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row19_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote20_col1.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9619047619047619,0.9901960784313726,0.9758454106280193
file_preamble.csv,1,0.0,0.0,0.0,1.0,0.9090909090909091,0.9523809523809523,1.0,0.9130434782608695,0.9545454545454545
row_more_sep_row5_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row16_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row0_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_field_delimiter_6_0x20.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote8_col3.csv,1,1.0,1.0,1.0,0.35,0.875,0.4999999999999999,0.4095238095238095,0.9772727272727273,0.5771812080536912
file_record_delimiter_0xA.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_more_sep_row1_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote8_col0.csv,1,1.0,1.0,1.0,0.35,0.875,0.4999999999999999,0.38095238095238093,0.975609756097561,0.547945205479452
row_less_sep_row4_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row17_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote0_col4.csv,1,0.8,0.8,0.8000000000000002,0.0,0.0,0.0,0.0380952380952381,0.8,0.07272727272727274
row_more_sep_row11_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row11_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row18_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote17_col0.csv,1,1.0,1.0,1.0,0.8,0.9411764705882353,0.8648648648648648,0.8095238095238095,0.9883720930232558,0.8900523560209425
row_extra_quote19_col4.csv,1,1.0,1.0,1.0,0.9,0.9473684210526315,0.9230769230769231,0.9428571428571428,0.99,0.9658536585365853
row_more_sep_row6_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row2_col0.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row13_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row6_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row0_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote7_col4.csv,1,1.0,1.0,1.0,0.3,0.8571428571428571,0.4444444444444444,0.37142857142857144,0.975,0.5379310344827586
row_extra_quote17_col4.csv,1,1.0,1.0,1.0,0.8,0.9411764705882353,0.8648648648648648,0.8476190476190476,0.9888888888888889,0.9128205128205127
row_less_sep_row12_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote12_col4.csv,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.6095238095238096,0.9846153846153847,0.7529411764705883
row_less_sep_row6_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row17_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row4_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote15_col4.csv,1,1.0,1.0,1.0,0.7,0.9333333333333333,0.8,0.7523809523809524,0.9875,0.854054054054054
row_less_sep_row4_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row0_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_field_delimiter_0x2C_0x20.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_less_sep_row11_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_less_sep_row18_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row9_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row7_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row17_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_less_sep_row6_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote16_col0.csv,1,1.0,1.0,1.0,0.75,0.9375,0.8333333333333334,0.7619047619047619,0.9876543209876543,0.8602150537634409
row_extra_quote12_col0.csv,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.5714285714285714,0.9836065573770492,0.7228915662650602
row_field_delimiter_18_0x20.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
row_more_sep_row8_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row16_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote5_col1.csv,1,1.0,1.0,1.0,0.2,0.8,0.32000000000000006,0.24761904761904763,0.9629629629629629,0.393939393939394
row_extra_quote13_col2.csv,1,1.0,1.0,1.0,0.6,0.9230769230769231,0.7272727272727274,0.638095238095238,0.9852941176470589,0.7745664739884393
row_more_sep_row20_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row16_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote16_col1.csv,1,1.0,1.0,1.0,0.75,0.9375,0.8333333333333334,0.7714285714285715,0.9878048780487805,0.8663101604278075
row_less_sep_row10_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row12_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row8_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row18_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row12_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row3_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row13_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote8_col2.csv,1,1.0,1.0,1.0,0.35,0.875,0.4999999999999999,0.4,0.9767441860465116,0.5675675675675677
row_extra_quote9_col3.csv,1,1.0,1.0,1.0,0.4,0.8888888888888888,0.5517241379310346,0.45714285714285713,0.9795918367346939,0.6233766233766234
row_less_sep_row12_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_less_sep_row14_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
file_field_delimiter_0x9.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_more_sep_row5_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote16_col3.csv,1,1.0,1.0,1.0,0.75,0.9375,0.8333333333333334,0.7904761904761904,0.9880952380952381,0.8783068783068783
row_extra_quote16_col4.csv,1,1.0,1.0,1.0,0.75,0.9375,0.8333333333333334,0.8,0.9882352941176471,0.8842105263157894
file_no_payload.csv,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote13_col0.csv,1,1.0,1.0,1.0,0.6,0.9230769230769231,0.7272727272727274,0.6190476190476191,0.9848484848484849,0.760233918128655
row_extra_quote1_col2.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.06666666666666667,0.875,0.12389380530973451
row_extra_quote12_col2.csv,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.5904761904761905,0.9841269841269841,0.7380952380952381
row_less_sep_row2_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_header_only.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_escape_char_0x5C.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_more_sep_row14_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row12_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row14_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote12_col1.csv,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.580952380952381,0.9838709677419355,0.7305389221556886
row_more_sep_row4_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row7_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote4_col0.csv,1,1.0,1.0,1.0,0.15,0.75,0.24999999999999997,0.19047619047619047,0.9523809523809523,0.31746031746031744
row_extra_quote16_col2.csv,1,1.0,1.0,1.0,0.75,0.9375,0.8333333333333334,0.780952380952381,0.9879518072289156,0.8723404255319148
row_extra_quote5_col0.csv,1,1.0,1.0,1.0,0.2,0.8,0.32000000000000006,0.23809523809523808,0.9615384615384616,0.3816793893129771
row_extra_quote6_col2.csv,1,1.0,1.0,1.0,0.25,0.8333333333333334,0.3846153846153846,0.3047619047619048,0.9696969696969697,0.46376811594202905
file_multitable_more.csv,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.4666666666666667,0.6363636363636364
row_extra_quote10_col0.csv,1,1.0,1.0,1.0,0.45,0.9,0.6,0.47619047619047616,0.9803921568627451,0.641025641025641
row_less_sep_row19_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row16_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_field_delimiter_14_0x20.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
row_extra_quote14_col0.csv,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6666666666666666,0.9859154929577465,0.7954545454545454
row_less_sep_row17_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote18_col1.csv,1,1.0,1.0,1.0,0.85,0.9444444444444444,0.8947368421052632,0.8666666666666667,0.9891304347826086,0.9238578680203046
row_less_sep_row1_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote19_col3.csv,1,1.0,1.0,1.0,0.9,0.9473684210526315,0.9230769230769231,0.9333333333333333,0.98989898989899,0.9607843137254903
row_more_sep_row4_col0.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote19_col1.csv,1,1.0,1.0,1.0,0.9,0.9473684210526315,0.9230769230769231,0.9142857142857143,0.9896907216494846,0.9504950495049506
row_field_delimiter_8_0x20.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_field_delimiter_0x3B.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_more_sep_row3_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
source.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_more_sep_row14_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_field_delimiter_10_0x20.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
row_more_sep_row13_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote7_col2.csv,1,1.0,1.0,1.0,0.3,0.8571428571428571,0.4444444444444444,0.3523809523809524,0.9736842105263158,0.5174825174825175
row_less_sep_row11_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote13_col3.csv,1,1.0,1.0,1.0,0.6,0.9230769230769231,0.7272727272727274,0.6476190476190476,0.9855072463768116,0.7816091954022989
row_extra_quote6_col3.csv,1,1.0,1.0,1.0,0.25,0.8333333333333334,0.3846153846153846,0.3142857142857143,0.9705882352941176,0.4748201438848921
row_extra_quote14_col2.csv,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6857142857142857,0.9863013698630136,0.8089887640449438
row_field_delimiter_16_0x20.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
row_extra_quote13_col1.csv,1,1.0,1.0,1.0,0.6,0.9230769230769231,0.7272727272727274,0.6285714285714286,0.9850746268656716,0.7674418604651162
row_more_sep_row18_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row19_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row5_col0.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
