file,pycsv_success,pycsv_header_precision,pycsv_header_recall,pycsv_header_f1,pycsv_record_precision,pycsv_record_recall,pycsv_record_f1,pycsv_cell_precision,pycsv_cell_recall,pycsv_cell_f1
row_less_sep_row18_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row3_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote8_col4.csv,1,1.0,1.0,1.0,0.35,0.875,0.4999999999999999,0.41904761904761906,0.9777777777777777,0.5866666666666667
row_extra_quote12_col3.csv,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.6,0.984375,0.7455621301775147
row_extra_quote10_col1.csv,1,1.0,1.0,1.0,0.45,0.9,0.6,0.4857142857142857,0.9807692307692307,0.6496815286624203
row_extra_quote18_col4.csv,1,1.0,1.0,1.0,0.85,0.9444444444444444,0.8947368421052632,0.8952380952380953,0.9894736842105263,0.9400000000000001
row_more_sep_row19_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row7_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote19_col2.csv,1,1.0,1.0,1.0,0.9,0.9473684210526315,0.9230769230769231,0.9238095238095239,0.9897959183673469,0.9556650246305419
row_extra_quote2_col1.csv,1,1.0,1.0,1.0,0.05,0.5,0.09090909090909091,0.10476190476190476,0.9166666666666666,0.18803418803418803
row_less_sep_row20_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row17_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row12_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row3_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row7_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row11_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row7_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote20_col0.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
row_extra_quote6_col0.csv,1,1.0,1.0,1.0,0.25,0.8333333333333334,0.3846153846153846,0.2857142857142857,0.967741935483871,0.4411764705882353
row_less_sep_row16_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row1_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row11_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row1_col0.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote17_col3.csv,1,1.0,1.0,1.0,0.8,0.9411764705882353,0.8648648648648648,0.8380952380952381,0.9887640449438202,0.9072164948453609
row_extra_quote1_col0.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.047619047619047616,0.8333333333333334,0.09009009009009009
row_more_sep_row15_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row3_col0.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote0_col1.csv,1,0.2,0.5,0.28571428571428575,0.0,0.0,0.0,0.009523809523809525,0.5,0.01869158878504673
row_extra_quote15_col3.csv,1,1.0,1.0,1.0,0.7,0.9333333333333333,0.8,0.7428571428571429,0.9873417721518988,0.8478260869565218
row_extra_quote18_col0.csv,1,1.0,1.0,1.0,0.85,0.9444444444444444,0.8947368421052632,0.8571428571428571,0.989010989010989,0.9183673469387754
row_less_sep_row3_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row17_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row17_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row17_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row20_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote4_col4.csv,1,1.0,1.0,1.0,0.15,0.75,0.24999999999999997,0.22857142857142856,0.96,0.3692307692307692
row_less_sep_row1_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote20_col2.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9714285714285714,0.9902912621359223,0.9807692307692307
row_less_sep_row19_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row10_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row19_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row14_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote9_col4.csv,1,1.0,1.0,1.0,0.4,0.8888888888888888,0.5517241379310346,0.4666666666666667,0.98,0.632258064516129
row_extra_quote15_col0.csv,1,1.0,1.0,1.0,0.7,0.9333333333333333,0.8,0.7142857142857143,0.9868421052631579,0.8287292817679558
file_header_multirow_3.csv,1,0.0,0.0,0.0,1.0,0.9090909090909091,0.9523809523809523,0.9523809523809523,0.8695652173913043,0.909090909090909
row_more_sep_row15_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote11_col1.csv,1,1.0,1.0,1.0,0.5,0.9090909090909091,0.6451612903225806,0.5333333333333333,0.9824561403508771,0.691358024691358
file_quotation_char_0x27.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_double_trailing_newline.csv,1,1.0,1.0,1.0,1.0,0.9523809523809523,0.975609756097561,1.0,1.0,1.0
row_extra_quote7_col1.csv,1,1.0,1.0,1.0,0.3,0.8571428571428571,0.4444444444444444,0.34285714285714286,0.972972972972973,0.5070422535211268
row_more_sep_row7_col0.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_field_delimiter_7_0x20.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_field_delimiter_19_0x20.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
row_extra_quote8_col1.csv,1,1.0,1.0,1.0,0.35,0.875,0.4999999999999999,0.3904761904761905,0.9761904761904762,0.5578231292517006
row_more_sep_row1_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote15_col2.csv,1,1.0,1.0,1.0,0.7,0.9333333333333333,0.8,0.7333333333333333,0.9871794871794872,0.8415300546448087
file_escape_char_0x00.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_extra_quote10_col4.csv,1,1.0,1.0,1.0,0.45,0.9,0.6,0.5142857142857142,0.9818181818181818,0.6749999999999999
row_less_sep_row20_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote14_col3.csv,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6952380952380952,0.9864864864864865,0.8156424581005586
row_extra_quote2_col0.csv,1,1.0,1.0,1.0,0.05,0.5,0.09090909090909091,0.09523809523809523,0.9090909090909091,0.1724137931034483
row_less_sep_row18_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote18_col2.csv,1,1.0,1.0,1.0,0.85,0.9444444444444444,0.8947368421052632,0.8761904761904762,0.989247311827957,0.9292929292929293
row_more_sep_row2_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row5_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row9_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote15_col1.csv,1,1.0,1.0,1.0,0.7,0.9333333333333333,0.8,0.7238095238095238,0.987012987012987,0.8351648351648352
row_extra_quote1_col1.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.05714285714285714,0.8571428571428571,0.10714285714285714
row_less_sep_row11_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row10_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row14_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row8_col0.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row7_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote9_col2.csv,1,1.0,1.0,1.0,0.4,0.8888888888888888,0.5517241379310346,0.44761904761904764,0.9791666666666666,0.6143790849673202
row_less_sep_row8_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row0_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row9_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row7_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row5_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row7_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_field_delimiter_2_0x20.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote3_col0.csv,1,1.0,1.0,1.0,0.1,0.6666666666666666,0.1739130434782609,0.14285714285714285,0.9375,0.24793388429752067
file_record_delimiter_0xD.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_less_sep_row9_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote11_col3.csv,1,1.0,1.0,1.0,0.5,0.9090909090909091,0.6451612903225806,0.5523809523809524,0.9830508474576272,0.7073170731707318
row_less_sep_row8_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row1_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row18_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote4_col1.csv,1,1.0,1.0,1.0,0.15,0.75,0.24999999999999997,0.2,0.9545454545454546,0.33070866141732286
row_extra_quote2_col3.csv,1,1.0,1.0,1.0,0.05,0.5,0.09090909090909091,0.12380952380952381,0.9285714285714286,0.21848739495798322
row_more_sep_row10_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row0_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row12_col1.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row16_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row12_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote20_col3.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row4_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote3_col3.csv,1,1.0,1.0,1.0,0.1,0.6666666666666666,0.1739130434782609,0.17142857142857143,0.9473684210526315,0.2903225806451613
row_more_sep_row20_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row20_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row6_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row14_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote6_col4.csv,1,1.0,1.0,1.0,0.25,0.8333333333333334,0.3846153846153846,0.3238095238095238,0.9714285714285714,0.48571428571428577
row_less_sep_row6_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_field_delimiter_0_0x20.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_field_delimiter_9_0x20.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row6_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row0_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_no_trailing_newline.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_less_sep_row8_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row2_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row10_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row9_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row13_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote14_col1.csv,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6761904761904762,0.9861111111111112,0.8022598870056498
row_extra_quote17_col2.csv,1,1.0,1.0,1.0,0.8,0.9411764705882353,0.8648648648648648,0.8285714285714286,0.9886363636363636,0.9015544041450777
row_extra_quote3_col2.csv,1,1.0,1.0,1.0,0.1,0.6666666666666666,0.1739130434782609,0.1619047619047619,0.9444444444444444,0.2764227642276423
row_less_sep_row16_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote13_col4.csv,1,1.0,1.0,1.0,0.6,0.9230769230769231,0.7272727272727274,0.6571428571428571,0.9857142857142858,0.7885714285714286
row_extra_quote2_col4.csv,1,1.0,1.0,1.0,0.05,0.5,0.09090909090909091,0.13333333333333333,0.9333333333333333,0.23333333333333334
row_field_delimiter_11_0x20.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
file_multitable_same.csv,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5121951219512195,0.6774193548387097
file_one_data_row.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_more_sep_row14_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_less_sep_row9_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row9_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row9_col0.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_multitable_less.csv,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5675675675675675,0.7241379310344828
row_more_sep_row11_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote6_col1.csv,1,1.0,1.0,1.0,0.25,0.8333333333333334,0.3846153846153846,0.29523809523809524,0.96875,0.4525547445255474
row_more_sep_row14_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote11_col0.csv,1,1.0,1.0,1.0,0.5,0.9090909090909091,0.6451612903225806,0.5238095238095238,0.9821428571428571,0.6832298136645963
row_less_sep_row0_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row8_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row16_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row1_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote0_col2.csv,1,0.4,0.6666666666666666,0.5,0.0,0.0,0.0,0.01904761904761905,0.6666666666666666,0.037037037037037035
row_less_sep_row5_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row15_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row0_col0.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row5_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote10_col2.csv,1,1.0,1.0,1.0,0.45,0.9,0.6,0.49523809523809526,0.9811320754716981,0.6582278481012659
file_no_header.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_field_delimiter_12_0x20.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
row_extra_quote9_col1.csv,1,1.0,1.0,1.0,0.4,0.8888888888888888,0.5517241379310346,0.4380952380952381,0.9787234042553191,0.6052631578947368
row_less_sep_row10_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_less_sep_row13_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_field_delimiter_13_0x20.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
row_field_delimiter_20_0x20.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
row_less_sep_row3_col3.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row17_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote4_col2.csv,1,1.0,1.0,1.0,0.15,0.75,0.24999999999999997,0.20952380952380953,0.9565217391304348,0.34375000000000006
row_more_sep_row18_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_more_sep_row20_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
row_extra_quote5_col4.csv,1,1.0,1.0,1.0,0.2,0.8,0.32000000000000006,0.2761904761904762,0.9666666666666667,0.42962962962962964
row_less_sep_row3_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote20_col4.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9904761904761905,0.9904761904761905,0.9904761904761905
row_less_sep_row20_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_more_sep_row6_col2.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_more_sep_row2_col1.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote18_col3.csv,1,1.0,1.0,1.0,0.85,0.9444444444444444,0.8947368421052632,0.8857142857142857,0.9893617021276596,0.9346733668341708
row_less_sep_row0_col4.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_less_sep_row13_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9903846153846154,0.985645933014354
row_extra_quote5_col3.csv,1,1.0,1.0,1.0,0.2,0.8,0.32000000000000006,0.26666666666666666,0.9655172413793104,0.417910447761194
file_field_delimiter_0x20.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_extra_quote7_col3.csv,1,1.0,1.0,1.0,0.3,0.8571428571428571,0.4444444444444444,0.3619047619047619,0.9743589743589743,0.5277777777777778
row_field_delimiter_17_0x20.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
row_extra_quote9_col0.csv,1,1.0,1.0,1.0,0.4,0.8888888888888888,0.5517241379310346,0.42857142857142855,0.9782608695652174,0.5960264900662251
row_field_delimiter_15_0x20.csv,1,1.0,1.0,1.0,0.95,0.95,0.9500000000000001,0.9523809523809523,0.9900990099009901,0.970873786407767
row_more_sep_row19_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9905660377358491,0.9952606635071091
